block_size,accuracy,time
100,0.5399515738498789,0.5461948000001939
200,0.4723425297548,0.5586511999999857
300,0.49560072298195956,0.5474515999999312
400,0.5237356341438462,0.5723525000000791
500,0.5740715479316577,0.5622427000000698
600,0.5437881526446816,0.5531886999999642
700,0.5792381407086588,0.5509299999998802
800,0.5860416737714422,0.5504077999999026
900,0.6376052927735907,0.578683700000056
1000,0.6743511918971455,0.5500025000001187
