block_size,accuracy,time
100,0.4994543532380725,0.015604599999960556
200,0.6373836237765577,0.014178300000139643
300,0.6414589230297036,0.014651599999979226
400,0.656549466289261,0.013995199999953911
500,0.657282679125601,0.014434000000164815
600,0.656259591446987,0.017567799999824274
700,0.6780343075401561,0.015405699999973876
800,0.6987006786481601,0.01476819999993495
900,0.7796098625652218,0.015758999999889056
1000,0.7873171230774477,0.020116199999847595
