block_size,accuracy,time
100,0.5787777512532825,1.368483200000128
200,0.6585615387238687,1.4714510999999675
300,0.6937046004842615,1.4415056999998797
400,0.701531221225659,1.5386075999999775
500,0.7449612931828258,1.6624421000001348
600,0.7577328377041912,1.7219273000000612
700,0.7556355079630325,1.7463900000000194
800,0.7714933669815504,1.7679006999999274
900,0.7817071923063806,1.9243940999999722
1000,0.7917675544794189,1.9684073999999327
