block_size,accuracy,time
100,0.550728097397947,0.015166600000156905
200,0.6065375302663438,0.015100600000096165
300,0.6407598131159841,0.01978359999998247
400,0.6427548340892815,0.01722410000002128
500,0.6702758926439996,0.015481099999988146
600,0.6969955325171368,0.016223699999954988
700,0.7012754493060055,0.017065799999954834
800,0.7155645738839819,0.017069100000071558
900,0.7223510554854551,0.015354100000195103
1000,0.7291204856256182,0.020671900000024834
