block_size,accuracy,time
100,0.503495549568598,0.014433899999858113
200,0.7301435733042322,0.014893899999833593
300,0.7477577328377042,0.019051300000000992
400,0.7646557309961464,0.013946600000053877
500,0.7821846332230672,0.01722979999999552
600,0.7851174845684276,0.015357500000163782
700,0.7539474132933193,0.015582100000074206
800,0.7559424342666167,0.016590299999961644
900,0.7897213791221908,0.015030199999955585
1000,0.8140879173345156,0.015210600000045815
